"id","reviewtext"
"2588","got two one samsung galaxy note 10 1 tablet one samsung galaxy note ii cell phone devices no problem recognizing new 64gb cards couldn easier use nice large amount storage devices easy open packaging real treat use adapters connect phone tablet laptop via usb transfer music photos music"
"2589","even though class 10 card writing data still takes however card performs well phone get good deal won disappointed"
"2590","made mistake leaving car flat buy 4 new tires went missing dealership never got use"
"2591","bought recent gopro purchase hold many videos shots no problem installing viewing chip sandisk go product memory cards"
"2592","bought sandisk ultra 32 gb micro sdhc memory card go pro hero white edition really good works perfecly try wont regret"
"2593","failed worked 3 months used galaxy s3 phone seems brand issue model lost information"
"2594","noticeable improvement sprint htc evo lte camera app used bad pictures shot burst mode several frames per second card never misses burst picture also apps installed sd card lot responsive update card died may 12th 2013 originally ordered october 22 2012 got 6 months oh well"
"2595","good micro card self explanatory haven issues works putting anything"
"2596","needed memory phone kept telling short memory enough memory many pictures phone good buy"
"2597","sandisk ultra 32 gb microsdhc class 10 uhs 1 memory card adapter exactly expected described could ask anything"
"2598","say memory card works price good size card"
"2599","arrived quickly easy install figure save data onto device"
"2600","known issues sandisk gopro hero3 cameras much paid attention d see gopro discontinued selling sandisk microsd cards gopro website good thing gopro totally charging customers microsd cards still said d like share sandisk class 10 32gb microsd card works perfectly hero3 black camera pros immediate recognition microsd card computerimmediate recognition microsd card hero3 hero3 cameraclass 10 speed allows minor edits right microsd card even usbclass 10 speed makes file transfers quick painlesscons trouble recognized hero3 camera"
"2601","card couple days pleased bought use toshiba thrive 7 tablet mainly storing movies used included adapter hp netbook movies stored worked no problem transfer 4 movies took 15 minutes altogether played perfectly put card back thrive price prime shipping no way could pass probably ordering future"
"2602","product arrived time excessively packaged worked perfectly box speed excellent play movies large file transfer time quick tablet"
"2603","good scan disk wrong one camera needed class 6 class 10 locks no reason even lock computer"
"2604","reasonably priced product works well never problems sandisk products highly recommend everyone"
"2605","purchased husband quite love sandisk reputable product"
"2606","bought go pro love much info hold graet price couldn go wrong"
"2607","works say days every smart phone needs much memory space possible"
"2608","purchased used htc phone kid taken original 8meg card know came one till reviewed specs online well ok would upgraded anyway got 2 days prime member fits good works flawlessly"
"2609","plenty space works like champ speeds fine tablet mean fast need transfers go smoothly cards read well"
"2610","take tablet gym morning either watch movies stored card stream slingbox house allows store lot movies one time works great"
"2611","larger need long vacation want start deleting photos videos make room others way needed several hundred large photos lots 20 30 second videos well lots memory left actually 8gb would enough card worked well m happy purchase"
"2612","reading many reviews decided purchase card new galaxy s3 phone powered phone removed back cover put card turned phone need format anything ready go far good"
"2613","64 gb class 10 memory useful think good buy using gopro hero 3 black"
"2614","think ever bad product sandisk currently using card lumia 810 music pictures podcasts media play fine"
"2615","card works great adapter loose make full contact micro card facilitate connectivity card reader minor issue since several adapters worth noting"
"2616","due reviews little hesitant order unit experience pain free installed powered phone lumia 810 wp8 automatically recognized new memory prompted use new pictures music videos hoorary"
"2617","plugged samsung galaxy ii memory appeared say performed exactly expected"
"2618","32gb micro card works well haven issues would recommend considering"
"2619","card fastest make right 32gb size upper limit many phones devices handle like droid x phone actually use new rikomagic mk802 iii tv adapter works great"
"2620","music junkie use phone much mp3 player video recorder actual phone chew memory quick thanks sandisk q10 keep expanding storage"
"2621","inserted 128gb microsd card works great didn even format tablet see 119gb still good read reviews card made think second sandisk fixed issues previous years point stick card slot space available great job sandisk listening people complaints fixing issues past"
"2622","bought 2 new windows cell phones course wanted much storage capacity possible far no problems card foresee"
"2623","allows store quite movies razr sandisk brand memory usb memory thumb drives sandisk"
"2624","great card looking surface need nine words amazon limit"
"2625","wanted good sized sd card android phone one priced well working without glitch"
"2626","works great samsung galaxy note 2 stuck worked no formatting needed fast no loss camera speed"
"2627","looking simple reliable fast micro sd chip could use new chromebook galaxy s3 product exactly movies won lag adapter easily use laptop cell devices great buy"
"2628","perfect sansa clipp mp3 player plenty fast priced right"
"2629","good transfer speed"
"2630","gives time memory m riding shiftn steel sport riderz want get great footage"
"2631","memory card works like card ve hard zero problems easy install would buy"
"2632","take plenty pictures put music phone works great use"
"2633","purchased car cam amazon recommended another reviewer purchase 32gb class 10 card usb memory card m glad followed recommendation received card already received cam thought would try card tablet cam wouldn recognize card class 10 better quality work devices"
"2634","say besides title says plenty memory plug play great price won sorry"
"2635","thing hate writing reviews products like either work lot 34 user experience 34 card fast enough doesn give read write errors get five stars right five stars"
"2636","balance trusting name brand price felt like price paid good value"
"2637","installed new galaxy tablet sure nice extra memory allows additional apps"
"2638","looking high end sd card great write speeds look no scan disk ultra"
"2639","works perfect samsung tab 2 quadrupled storage capability seems fast would recommend anyone"
"2640","lately purchased two micro sd card one sandisk ultra 64gb microsdxc 1 sandisk extreme pro microsdhc 16gb first one claim 30mb second claims 90 95mb 5 tests galaxy note 2 3 different benchmark test computer using usb 3 0 card reader get 7 8mb even class 10 let alone uhs 1 even real world testing copy large set data 2gb photo result no different sandisk extreme sdhc card t3i get 65mb transfer rate strongly recommend consumers test premium uhs 1 microsd felt disappointed sandisk try brand like samsung patriot lexar"
"2641","extremely happy memory card fast problem since bought almost 6 months ago"
"2642","definitely faster old 16gb card seems work fine far s4 used lot last weeks"
"2643","works perfect surface rt easily integrated file structure using libraries function win rt"
"2644","works great ive saw ppl getting fakes times case worked evo 4g formatting turned two different 32 gig files works one ive got memory phone laptop crazy"
"2645","doesn work galaxy note 10 1 getting detected however utilized note 10 1"
"2646","using year galaxy s3 seems fast reliable really know good goes crashes"
"2647","bought gopro 3 black worked good videos 1080p cheap compared prices best buy"
"2648","geniune performs expected asus tf300t tablet includes sd adapter nice sandisk app play store"
"2649","love micro sd enables expand storage space acer w3 great price"
"2650","works well advertised like class 10 speed price right would recommend product others thank"
"2651","yes meet expectation best headphone ve good frequency response lot bass phones would recommend product anyone"
"2652","since bought card ve using almost daily hero 3 camera recordings without glitches far"
"2653","reason card replacement card work gopro hero 3 therefore could give card 3 instead 5 ive also read many people problem brands micro sd 64 gb cards"
"2654","used take pictures works good think works good memory card ever used"
"2655","fit needs nicely tablet no buffering anything anymore big enough hold quite movies"
"2656","love planty space pictures videos small use items"
"2657","rating based multiple years use memory card reliable easy use would recommend anyone looking memory card long term use"
"2658","sandisk ultra micro sdhc memory card great example technology made live simpler better richer no prep necessary remove packaging plug play use mine samsung galaxy tab 2 7 0 external memory hold music pictures videos runs flawlessly haven chance use adapter yet although devices take nice addition one think standard days type technology price competitive packaging excellent product arrived sooner expected overall great experience purchase usually go big names electronics let yet highly recommend product"
"2659","get 9 9 worthful speed fine camera use adapter useful love"
"2660","bought expand limited memory dell venue pro use store mp4 videos mp3 music streaming playing work well even description explicitly says 34 reformat file system exfat may cause instability 34 d hope use remap onedrive fka skydrive folder requires reformatted ntfs warning correct windows 8 1 tablet sandisk microsdxc os became unstable d reformatted changed onedrive location rebooted windows 8 1 windows 8 1 could detect card reformatted card back exfat works expected"
"2661","galaxy s3 couldn happier good price arrived quickly say supposed"
"2662","works perfectly nothing else say memory card holds pictures videos put would say anything need 20 word minimum"
"2663","anyone really need much space hard say 20gbs pictures 40gbs music started wonder really necessary realized forgotten adding movies 50gbs movies later definitely say need card really wanted fun nice entire collection music phone someone bigger collection m sure card would god send"
"2664","received sandisk ultra 32 gb microsdhc class 10 uhs 1 memory card estimated amazon time promised card showed formated size 29 71 gb samsung galaxy ek gc100 camera satisfied purchased camera time also received day ve used camera memory card several times since setup getting familiar products pleased performance thank sandisk amazon com"
"2665","decent storage used gopro hero camera windows xp doesn recognise card infomation would definately buy needed"
"2666","much say except decently priced product reliable manufacturer go wrong use 1st generation surface rt store movies watch directly sd card works great"
"2667","owned little card year works intended no signs corruption data loss usually always buy sandisk"
"2668","no issues advertised handy quite happy ve used windows 7 mac os x formatted fat32 ntfsvery good card"
"2669","bought nook hd works perfectly without problems already used 80 capacity hd movies nook hd plays flawlessly happy product"
"2670","card perfect use gopro write fast provides super fast transfers computer price two one 64gb card decision easy d rather two cards swap continue record someone else transfer one"
"2671","received micro sd card everything works far purchased 2 galaxy s5 tablet far go"
"2672","card works expected long loose data prematurely get 5 stars overall recommended"
"2673","bought hero3 came 16gb card get 1 5 hrs video card great price"
"2674","wow transfer speeds microsd phenomenal using galaxy s2 transferring everything music movies phone computer fast mean song per blink fast acronyms getting little crazy sd secure digital sdhc secure digital high capacity 1 lower left means ultra high speed 1 even know means yet thing f"
"2675","whenever get cards first thing connect windows 7 8 computers run program format fat32 link free program many phones cameras tablets need card fat32 format sadly option windows days select ntfs exfat no option fat32 comes card using program format card load whatever music videos card work fine device 4 cards never failed past year recommended"
"2676","worked perfectly last weeks using garmin dash cam system replaced original 4gig chip originally supplied unit using sandisk chips ten years absolutely no issues top food chain sd micro chips"
"2677","third sd card ve bought performed outstanding great use cellphone tablet definitely recommend card"
"2678","no problems enjoy added space movies sure else say need gbs get"
"2679","works great slipped card place small snap ready go experience satisfied"
"2680","work great samsung s3 note 10 1 ipads iphones got nothing users amazed see parts manuals technical documents pictures fingertips 30gb documentation pdfs pictures without 34 cloud 34 sucks data especially traveling country 32gb device memory still half free"
"2681","card failed several times phone installed purchased phone resided month time required reformatting three times makes utility useless storage device"
"2682","microsd helping alot samsung galaxy note storing lots music photos videos phone looking high speeds rate reading wise choice buy"
"2683","got galaxy s3 getting bigger brother new camera needed extra space media music photos video usual sandisk delivers satisfied"
"2684","little disappointed since came without box leave adapter card camera"
"2685","memory card else say class 10 reads writes files quickly"
"2686","works flawlessly never problems ve moved data constantly"
"2687","several microsd cards found easier one camera price cards go wrong total 10 one failed"
"2688","good match sansung ativ know used yet"
"2689","like micro sd cards necessary evil save space gopro hero 3 find easy misplace annoying keep empty shell around need transfer data computer via sd slot said class 10 speed nice haven real world data rate problems shooting gopro footage even higher frame rates resolution"
"2690","sandisk brand one accurate secure sd memory cards recommend sure"
"2691","really isn much say card reliable handles hd video gopro hero 3 well without glitch m offering benchmarks measurements speed comparison class 10 microsd cards tell card yet fail longtime video professional works commercial advertising marketing environment need things reliable clients recording transferring video device computer snap ve no issues since began using"
"2692","price bast android phone fast holds alot stuff would recomend phone camera"
"2693","bought card samsung galaxy phone mounted card apps using seem get photos store works fine gives added storage capacity want need figure use brand really brand would consider buying"
"2694","used sd card galaxy s3 whole time put s4 got no issues fast reliable gotten paid sure"
"2695","work first inserted samsung galaxy tab 2 10 1 ics put samsung galaxy sii phone recognized formatted placed back tablet 57gb available note phone running ics time yesterday ics sure matters work 64gb micro sd card works tablet pc phone much 32gb limit enjoy"
"2696","super fast quick read write m using gopro surface pro"
"2697","ok transferred files old microsd card one 1 turn device remove old microsd card2 put old microsd card adapter put laptop sd card found 34 computer 3 copy files paste onto laptop 34 documents 34 4 remove old microsd card insert new microsd card laptop 5 copy files 34 documents 34 paste directly new microsd 6 put new microsd device turn device enjoy space quick note actual space card roughly 29 7 gb due formatting files already card hope helps"
"2698","works great use galaxy note 3 store music files etc adapter handy transferring files pc card without using usb cable going phone seems go faster still believe cram 64 gb shows 60 phone way something size fingernail"
"2699","popped samsung galaxy s4 right box no issues whatsoever saved music movies photos etc no issue adapter works computer printer"
"2700","well got go pro hero 3 hero 3 takes instead regular sd cards seems working fine type go pro sells site hero 3"
"2701","received today removed packaging inserted samsung galaxy s3 verizon powered unit back storage available no formatting required worked first time settings showed 29 71gb total space 32gb version 29 71gb free space like fact sd adapter came ever need insert card laptop come handy yes plug phone directly laptop ever swap 32gb card phone replace 64gb version use 32gb version via adapter purposes"
"2702","exactly re hoping micro sd card tons space super fast yes local storage absolutely necessary media storage tunes videos even pictures back cloud keep copy copies local"
"2703","great tablet omg much stuff storage would take forever read listen watch nice nice indeed"
"2704","went phone stores pictures well take plug laptop transfer pictures"
"2705","use phones carry favorite tunes take lots pictures excellent quality"
"2706","isn add apartment room need bit ocd tidy texts emails picture often think woman might need terabyte micro sd card lol j k ladies"
"2707","connected galaxy s4 every twice week eject phone phone need re read card big issue happens may need wait like 4 min files happens lot less dont use powersaving funtion something powersaving phone seems deliver enough power card"
"2708","absolutely perfect microsd chip 4500 songs transferred effortlessly balance 50 usable space sandisk synonym engineers need add thing glorify thank sandisk thank amazon sincerelykj kumar"
"2709","works well tablet htc phone doesn need formatting devices recognized immediately no problem recommended"
"2710","lots room movies video need space offer gb"
"2711","always buy memory new rule memory card easy use captures loads video need download every pm works fine mac used pc"
"2712","loaded songs bluetooth headset sounds great no issues far"
"2713","works great 100 compatible fast asus table highly recommended kind files specially movies speed"
"2714","tony tiger nothing deal 1 chip generic version micro center could resist tossed samsung galaxy note ii also love"
"2715","adapter use dslrs video capturing items demand lot data transferred faster pretty crucial especially snap 10 15 photos per second get really good sequences every little bit helps files 8mb piece"
"2716","something small much information stored freaks ve zero problems past year issue adapter came work microsd card went kind sidways like made wrong luckily another adapter lying around sd card works perfectly ve no issues data loss corruption"
"2717","reading reviews honestly really notice speed storage epic 64gb card 32gb phone lot information save store alot things great card hold stuff speed really noticed however want add card slow notice difference using 32gb class4 vs 64gb class10 e890 optimums g pro"
"2718","great addition tablet store watch movies well music pictures everything says description year no issues cant really think anything bad mention except much memory much small package could easiest way loose nearly 100 movies washing machine even notice"
"2719","best best best productreliableown fewone isnt enoughgood price guesswill prob buy point"
"2720","bought expand capacity galaxy s5 music pictures video plugged card phone 60gb space notice lag phone accessing files card opposed internal memory seems fast"
"2721","no complaints micro sd fast fits nicely adapter well great buy"
"2722","plugged galaxy s3 memory read immediately without reformat disc preparation plug play 32gb plenty space put music collection still space recording hd video addition board hard disc phone phone even prompted change default location photos videos"
"2723","bought lg optimus g pro hold 24 gb music collection works great took transfer music expected popped phone started us music player found cataloged music like latest default android music player another story music players download"
"2724","works perfectly gopro black edition offers lot space happy overall would recommend friends"
"2725","haven much time place items card yet formatted samsung galaxy tab no problem seems job keep posted problems arise"
"2726","got great price 64gb memory card works fine speed ok nothing blazing took minutes move 10gb data serves purposes reliable past months"
"2727","writes reads really fast card came dash cam would pause 11 seconds files ultra one second pause won returning dash cam highly recommend"
"2728","64gb phone really need review could want music several movies record stuff camera full hd without worrying running space no issues mention 64gb"
"2729","quick note unless re sale best avoid buying big box stores almost always seem overpriced purchased three family members samsung s4 phones re happy pleased"
"2730","needed phone listen lot music 32 gb enough took get work since phone older capable working ex fat got straightened worked great"
"2731","sandisk consistently best media works ever time always compatible devices never issue sandisk quote simply work"
"2732","worked advertized loads fast problem pulling adapter loading computer"
"2733","works great m techie kind person hence know speed ratings real works"
"2734","extra room phone great ive noticed since installing lil slow transferring files phone card like im sitting forever noticeable difference old card one"
"2735","concerned realized sd card correct one go pro seems ok time"
"2736","bought add additional memory nokia lumia 520 works great soon popped card"
"2737","works advertised using q10 supports 32gb far no issues totally happy purchase"
"2738","scan disk 64 gig 40 nothing decide spent money glad"
"2739","really fast memory card go along well gopro front side feels great hand won forget put save area grabbing"
"2740","6 months samsung galaxy s4 haven storage issues breeze put phone went sandisk reputation reliability sure could gone little cheaper price wasn expensive start spend little extra get something last"
"2741","works great nice enough space movies books comics like keep tablet"
"2742","love cards 3rd one ve bought never buffer issues gopro hero3 nikon v1 nikon 5200"
"2743","card lasted two weeks began giving read errors used dash cam no matter many times formatted would record minute failing picked pny card since worked beautifully unfortunately ve swamped forgot return card 30 days happy"
"2744","bought sole intention putting samsung galaxy s3 use tool format card fat32 card worked great taking advantage extra room music videos pictures etc sd adapter comes also handy transfer speeds didn feel like class 10 connected transferred files computer computer 5 years old possible problem m completely satisfied"
"2745","lot class 10 micro sd cards came seemed issues year usage one works great galaxy s3 also like color card much better black stylish except hiding inside back phone maybe make clear window micro sd card everyone knows using sandisk ultra class 10 hmm"
"2746","tiny little card fit right slot samsung galaxy tab 2 7 0 tablet recognized right away tweaking using card storage backup music photos video"
"2747","removed back cover plugged new galaxy s4 phone recognized immediately indicated 59 47gb storage available sd card loaded pics videos good measure works fine recognized sdxc assume file system formatted exfat"
"2748","works well came sd adapter m using portable video camera captures everything even 1080p 30 fps fine no rate issues"
"2749","tested several uhs 1 compliant devices found write speed 11 12 mbyte second sounds fine class 10 card paying expect run anywhere close uhs 1 interface speed 104 mb close 30 mb manufacturer advertised lot choices looking class 10 card indeed microsd cards usually slower full size sd card use flash controller reason really microsd cards use slower nand flash manufacturers know going use microsd cards high speed slrs get sell lower quality nand premium advice photography enthusiasts buy full size sd cards rather microsd cards adaptors said compatibility great works great tablets pcs gpss phones like sandisk thorough compatibility tests product release"
"2750","works great galaxy s4"
"2751","price also double 64 gb card goes straight shopping cart otherwise remain wish list"
"2752","needed large capacity dependable high speed card action cam fishing trip card delivered spades recording playback flawless"
"2753","finally took plunge got guy worried wouldn work samsung galaxy tab 2 10 1 reading reviews people got working finally decided give try first want say no getting work put recognized immediately didn pre format anything hokey used tablet format anyways might optimization things happen work load songs movies onto one card opposed keeping two swapping hey samsung make tablet holds one microsd card d buy update bought another one go galaxy s5 40 even though 128gb work phone couldn see paying literally 3x twice memory work great"
"2754","bought two pieces working well filling one videos entire card failed unable reformat even using partition magic otherwise one working fine"
"2755","purchased extend windows phone 8 device memory basically put music first phone wouldn recognise card worked everywhere else tested verizon replace phone card worked perfectly no complaints performance provides plenty space pictures music"
"2756","hate people complain transfer speed isn 34 promised 34 30 mbs even says fine print depends product using card bought upgrade galaxy note 2s memory bought sale 20 amazon credited difference went sale week later 17 satisfied great product great customer service thanks amazon"
"2757","4gb 8gb micro sd card finally upgrade since getting close filling cards micro sd arrived week recommend guys update reason sd card wants dumb work work phone motorola razr m know phone works perfectly fine sd cards haven contacted sellers yet probably soon continues act"
"2758","sandisk always made reliable products offers good speed expected capacity good price capacity"
"2759","really isn whole lot say amount storage space fantastic options using older devices necessarily support microsdxc formats windows default allow format card exfat ntfs formats work new devices may issue use fat32 filesystem instead use card older devices still works great android ve using card old sandisk sansa fuze running rockbox works great expecting happy"
"2760","samsung gives ability install apps sd card galaxy devices class 4 sd card initially blamed tablet thought going get replaced sd card got sd card yet experience issues love thing"
"2761","works perfect price perfect cant beat bought galaxy note 10 1 48gb total storage"
"2762","purchased samsung galaxy llls never worry running storage capacity thousands songs even make dent"
"2763","bought two mine husbands phones work awesomely far gaining access quick lots space would recommend product others"
"2764","bought replace faulty card phone works great haven performance corruption issues"
"2765","bought android phone kept stating media scanning even device even restarted thought phone annoyed search found several others got duds batch amazon pay useless 32gb card refuses hold music phone anywhere else loaded 4gb card device scans media restarted lag phone hold 32 gb believe go onto sandisk message boards look dud disappointing"
"2766","got gopro hero 3 works great reads writes fast customer service also awesome well"
"2767","much cheaper store described listing like would order perfect fit"
"2768","looks like supposed look like supposed got quite decent price timely manner goodstuff"
"2769","much ask buying airport boredom fighting collection"
"2770","know needed space provided space put extra stuff physically exist exists realm awesome stuff space worked great memory oh joy"
"2771","bought sandisk ssd computer fast price feel confident anything order made sandisk quality"
"2772","got amazing price amazing product 64 gigs lot memory think m ever going fill nice given no problem far"
"2773","lot storage little money nothing like except keep writing words minimum required rate products amazon probably thing like amazon like great deal"
"2774","compactflash perfect use camera field size shrinks one ability easily handle card sd getting marginal far usability field forget changing micro sdhc card unless back computer small handle easy drop loose however 32gb 64gb cards quite issue especially leave card camera camera larger card great deal set lot easier find handle micro card shown twice large life writing review cards came sd adaptors would useable work flow plus also within adaptor use card devices sd slots download using existing readers"
"2775","problem size mini cards hard hold get drift cameras get stuck time"
"2776","using pair nikon p700 d5000 cameras run fast store pics fine"
"2777","bought 64gb ultra card increase storage acer a500 android ice cream sandwich 4 0 3 tablet didn work android doesn support native exfat formatting factory insert card sd adapter plug pc laptop real windows reformat card ntfs format windows format utility android read write size file even files 5gb card need root modify android tablet way except ver 4 0 3 operating system product fast reading writing proven reliable great value really serious storage space"
"2778","put galaxy s4 phone extra storage works perfectly copied music collection 5000 mp3 songs put 20 mp4 movies room spare handy listening watching traveling plane phone likes computer likes like"
"2779","say good price large capacity card hasn posed problems use every day galaxy note ii"
"2780","owned one year lost ability write disappointing deal breaker san disk products usually built last believe received bad one batch mine came"
"2781","say chip works fast trouble free great product great price"
"2782","works great adapter makes easy load music ebooks pictures movies onto card use phone tablet"
"2783","say memory card bought blackberry z10 months back oem quality price right arrived retail packaging recommend seller product"
"2784","picked note 3 added card extra 32gb scandisk top line never gives issues use cards highly recommended"
"2785","exceptional deal especially since actually sent 64gb card instead 32gb price right"
"2786","works well new garin virb elite"
"2787","bought galaxy note 10 1 worked since day one easy use multiple devices transferring files also"
"2788","good quality microsd card cannot gain 30mb read speed may 2 0 usb card reader hdd connected usb port give no 20mb speed card bought 32gb 64gb 64gb works perfect htc evo 3d"
"2789","trash quality broke corrupted data two different cards"
"2790","awesome large sd card mobile devices enough room music even movies buy"
"2791","works great"
"2792","used android tablet pantech element galaxy s3 phone s3 took without issue pantech required format fat32 wouldn read way search internet fat32 formatter format card fat32 using external card reader within seconds ve using weeks no problems nice waiting 128gb model"
"2793","great price"
"2794","overall good quality item worked fine start no problems stores photos quick without lot hassle"
"2795","far worked expected difficult tell going fail soon moment working pretty well good performance"
"2796","used samsung galaxy iii phone formatted phone worked perfectly far economical storage card faster previous cards owned"
"2797","sandisk well know brand msd ultra 64 gb class 10 good one buy transfers file faster brand card bought two sell price reasonable like much"
"2798","memory card works awesome much memory price awesome use gopro use anything take micro sd comes bigger sd card put card reader computer reads sd cards"
"2799","purchased card sandisk packaging pretty sure genuine tested various programs web apparently detect whether fakes one turned real sandisk card card came formatted fat32 read web micro sds apparently fast full sd card version borrowed brothers sandisk 32gb full sd card make comparison tests official unofficial test results using diskbench v2 6 2 0 h2testw 1 4 test give results overall result testing cards speed writes reads results get mixed varied big degree much larger expected numerous tests showed general trend trend full sd cards write faster microsd card also remember microsd put adapter test pc fullsd card put computer reader directly averages small file writes sd cards wrote close 10mb sec microsd less consistent tests sometimes dropped 8mb sec small file reads sd cards read close 20 mb sec fastest large file copies card microsd wrote 3 5mb sec fullsd wrote 4mb seclarge file reads copies card microsd 10mb sec fullsd read 14mb sec conclusion tests no means official card showed much variance dependent file size reads writes fullsd card faster many cases equal microsd cases small file writes reads showed similar enough concern large file writes 3 5 mb sec good enough rapid photography high pixel camera know no problem using cards h264 movie capture hours surprised 3 5 mb sec enough also never huge file copies card get noticeable heating card touch even hour ve noticed complaint many people web stating felt might burn copied files took hour no noticeable temperature change perhaps couple degrees course pc installed camera card performs well video work appears meet many tests performed people never saw read close 30 mb sec consistent 20 mb sec highest performance would get card price right"
"2800","much say definitely worth buy comes w small case hold adapter 10 really go wrong"
"2801","advertised appears working okay no faults occurred yet micro card would buy"
"2802","san disk micro sdhc perfect today small electronics need extra storage smartphones tablets cameras etc ve purchased several brand version among best amazon usually great prices make sure check sales especially radio shack often beat others no pay like pass along info good deals spot fyi radio shack sale prices no contract smartphones usually tops well bought virgin mobile samsung s2 loving phone back memory card nice android products take expand memory something guys could really take lesson think ll need expanded memory trust photo taking goodies get ll want time one person commented yes memory card comes various sizes including 32gb version also purchased max compatible devices although 64gb also available latest tech amazing old timer whose first desktop pc hard drive 500mb storage"
"2803","item arrived timely manner via usps surprisingly bought card go gopro camera fit gerat 3 hours recording time"
"2804","class 10 micro sd 32 gd san disk great no problems far suiting needs quite nicely"
"2805","bought atrix hd specs say maximum 32gb 64 works fine formatted capacity around 58gb speed benchmark know amazon strips links"
"2806","nice product perfect package speed recording camera stay better memory recommend"
"2807","good value money would recommend always around photo film devices"
"2808","card lot faster old card advertised class 10 well great extra space"
"2809","always giving good comment perfect know perfect maybe size no mistake happen"
"2810","really use speed tests anything hold music everything works great would recommend doesn fail lot lose files"
"2811","use one larger mp taking camera 12 14 16 etc need card taking photos kinds cameras really chews smaller mp cards go vacation without least 1 babies ll carry lots cards probably end losing one memories"
"2812","using memory card several months working great wonderful huge selection ebooks mp3 files movies plenty space phone generated photos video clips noticed delay accessing files huge memory card 8 14 13 update also worked box samsung galaxy note 10 1"
"2813","works great blackberry z10 holds need fast really wish say think anything no cons"
"2814","card works well runs quickly wife galaxy sii would buy bought one later tab 2 7"
"2815","dash cam came 8 gigs storage ended last half moab jeeping adventure never worry recording good stuff"
"2816","bought elph 520 speed space wanted use rapid photo taking modes camera wanted ensure sd card limit uhs 1 cards supposed faster normal class 10 cards far ve no hiccups issues taking super high speed video footage rapid fire images"
"2817","moment got plugged sgs3 cellphone transferred videos cellphone memory directly sandisk ultra copied real fast plan replace soon higher capacity 32gb variant highly recommended brand"
"2818","needed extra disk space surface pro 1 put item no problems since good performance similar ssd hard drive"
"2819","card fast no hang ups etc price good installed phone many pictures videos far would buy card heart beat"
"2820","much say works expected recording speed great gopro hero3 sd adapter works gear well"
"2821","es una tarjeta micro guarda todas la caracter iacute sticas descritas en la publicaci oacute n llego en tiempo r eacute cord hasta el momento no tenido ning uacute n inconveniente"
"2822","great product price gave plenty space add videos music works perfectly well galaxy note tablet"
"2823","29 71 g appeared upon installing d say worked excepted wished 5 stars quality worth money"
"2824","ordered anticipation getting new galaxy s4 arrived quickly long phone hands easy install almost 2 months ve no problems far store photos music great worry maxing phone native memory"
"2825","card met every expectation use still pictures video streaming samsung camera thus far no problems"
"2826","fast great deal wont need anything bigger unless downloading tons movies phone job quite well"
"2827","good fast enough car camcorder write full hd video used hp f200 car camcorder"
"2828","wife verizon motorola droid 4 immediately recognized memory card mounted formatted ll store vast amounts music photos smart phone ever runs memory micro sd card"
"2829","got samsung galaxy tab 7 2 got increase memory hoped transfer files macbook recognize memory card need go apple genius bar see figure"
"2830","card continually unmounted s4 really painful remounted card sometimes retrieved files sometimes say though card test pc using crucial diagnostics went fine gut feel card overheats shuts s4 although no proof know didn work many others google naturally amazon refunded purchase cost returned card gotta love amazon samsung 64g card no problems far like sandisk compatibility problem s4"
"2831","bought samsung galaxy note 10 1 2014 edition little worried right one documentation skimpy people problem getting 64gb working no problem slipped went settings recognized immediately nice adapter move photos files pc need"
"2832","great deal say sandisk reputable supplier simply plug play installation phone memory card works"
"2833","format computer wanted use aokp needed get fat32 done performance excellent"
"2834","bought new camera expecting first child use camera per week iphone easier usually takes better picture reason transfer photos pc worked well no complaints far 7 months"
"2835","taking tour hangzhou china shooting canon 6d card sudden crashed camera won recognize card showed card reading error 2000 photos including trip beijing xi able cover photos even common flash memory recovery softwares may send sandisk subdivision lc technologies recover photos 64 gb asking 325 regardless much photos recover lesson learned important shoots use 32 sdhc card far stable sd cards spent 10k vacation valuable memories gone thanks lot sandisk wish could give negative stars amazon allowed"
"2836","got instead black one looked better built black one m using 8gb stanza sip clip people sandisk said use black one instead"
"2837","bought go samsung tab 2 7 0 tablet even though tablet indicates take 32gb card 64 gb worked like charm plenty storage space videos music recommended"
"2838","got smartphone steep price drop pleased working expected no signs memory failure"
"2839","usually buy sandisk cards quality performance reliability worth couple extra dollars survive washer dryer times"
"2840","said skepticism related serial number card displayed amazon confirm received brand new 64 gb card serial sdsdqua 064g u46a"
"2841","card seems fast huge amount storage price worked flawlessly months range smartphones cameras"
"2842","price right memory cards buy late model tablet could also make review class 4 kingston 32 gb microsdhc bought amazon time class 10 cards work late model tablets might small speed boost booting tablet ready run compared class 6 lower class card would say isn huge difference lower speed cards would say inside tablet determine boot speed card put different devices cameras use type card may well true brand name cost determining factors buy put tablets"
"2843","granddaughter wanted phone could put songs loved card capacity"
"2844","love product card easily integrated cellphone small portable would gladly recommend product friends"
"2845","tiny size provides great storage tested works great blackberry z10 q10 devices remember format memorycard using setup phone format using computer"
"2846","love card provides massive storage boost tablet really fast access speeds never run loading problems even large video files happy performance"
"2847","much say advertised works haven means gauge transfer speeds ve experienced no lags delays combination storage hardware galaxy note ii shipping faster anything received recently"
"2848","comes formatted exfat format plug play samsung note 2 bit checking found format work note 10 1 8 no complaints works perfectly"
"2849","unmounts randomly mu surface pro 2 seems mostly centered around write operations trying samsung version sadly much money"
